chromosome_name	start_position	end_position	gene_biotype	hgnc_symbol	hgnc_id	entrezgene_id	ensembl_gene_id	strand	external_gene_name
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908388	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908389	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908390	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908391	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908392	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908393	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908474	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908494	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908504	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908512	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908513	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908514	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908515	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908516	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908517	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908518	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908519	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908520	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908521	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908522	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908523	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908524	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908525	ENSG00000274917	1	RNA5-8SN5
GL000220.1	112025	112177	rRNA	RNA5-8SN5	HGNC:53533	124908527	ENSG00000274917	1	RNA5-8SN5
KI270442.1	384845	385228	lncRNA			NA	ENSG00000307034	1	
GL000224.1	67572	97360	lncRNA			NA	ENSG00000310277	-1	
GL000220.1	155997	156149	rRNA			124907114	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907115	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907116	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907117	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907118	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907119	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907120	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907121	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907122	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907123	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907124	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907125	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907126	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907127	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907128	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907129	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907130	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907131	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907132	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907133	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907134	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907135	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907136	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907137	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907138	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907139	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907140	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907141	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907142	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907143	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907144	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907145	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907146	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907147	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907148	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907149	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907150	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907151	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907152	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907153	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907154	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907155	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907160	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907172	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907183	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907194	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907205	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907216	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907227	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907238	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907248	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907258	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907269	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907280	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907291	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907302	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907313	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907324	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907327	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907328	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907329	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907330	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907331	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907332	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907333	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907334	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907335	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907336	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907337	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907338	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907339	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907340	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907341	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907342	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907343	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907439	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907440	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907450	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907458	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907467	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907475	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907476	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907477	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907478	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907479	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907480	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907481	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907482	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907483	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907484	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907572	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907573	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907574	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907575	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907576	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907577	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907578	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907579	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907580	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907581	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907584	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907585	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907586	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907587	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907588	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907589	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907590	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907591	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907592	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907593	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907594	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907595	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907596	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907597	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907598	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907600	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907611	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907622	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907633	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907644	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907655	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907662	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907673	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907684	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907694	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907705	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907709	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907710	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907711	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907712	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907713	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907714	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907715	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907716	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907717	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907718	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907719	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907720	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124907721	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908237	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908238	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908239	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908240	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908241	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908242	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908243	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908244	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908245	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908246	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908247	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908248	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908249	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908257	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908268	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908278	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908289	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908300	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908310	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908316	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908327	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908336	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908347	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908358	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908368	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908369	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908370	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908371	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908372	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908373	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908374	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908375	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908376	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908377	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908378	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908379	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908380	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908381	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908382	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908383	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908384	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908385	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908386	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908387	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908388	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908389	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908390	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908391	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908392	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908393	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908474	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908494	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908504	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908512	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908513	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908514	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908515	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908516	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908517	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908518	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908519	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908520	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908521	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908522	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908523	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908524	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908525	ENSG00000273730	1	5_8S_rRNA
GL000220.1	155997	156149	rRNA			124908527	ENSG00000273730	1	5_8S_rRNA
GL000220.1	149259	149348	misc_RNA			NA	ENSG00000273937	1	
KI270734.1	138082	161852	protein_coding			NA	ENSG00000277196	-1	
KI270442.1	378910	380941	lncRNA			NA	ENSG00000308580	-1	
GL000220.1	4413	7660	lncRNA			124907018	ENSG00000296546	-1	
GL000214.1	30345	106038	lncRNA			NA	ENSG00000303173	1	
GL000009.2	35394	38152	lncRNA			NA	ENSG00000296902	1	
GL000009.2	5121	35307	lncRNA			NA	ENSG00000297619	1	
GL000220.1	147633	148469	lncRNA			NA	ENSG00000296713	-1	
GL000220.1	97136	122360	lncRNA			NA	ENSG00000305511	1	
GL000220.1	103657	104499	lncRNA			NA	ENSG00000305525	-1	
KI270744.1	51009	51114	snRNA			124905334	ENSG00000278625	-1	U6
KI270744.1	90023	112250	lncRNA			NA	ENSG00000294644	-1	
GL000009.2	39426	124849	lncRNA			NA	ENSG00000306721	-1	
KI270744.1	5313	80720	lncRNA			NA	ENSG00000300051	1	
KI270711.1	31434	32450	lncRNA			NA	ENSG00000303750	-1	
KI270734.1	131494	137392	protein_coding			NA	ENSG00000278817	1	
KI270734.1	72411	74814	protein_coding			NA	ENSG00000276017	1	
KI270734.1	12391	52469	lncRNA			NA	ENSG00000297072	-1	
KI270744.1	424	6215	lncRNA			NA	ENSG00000300074	-1	
KI270744.1	65348	66807	lncRNA			NA	ENSG00000300093	1	
KI270734.1	90950	98156	lncRNA			NA	ENSG00000301131	-1	
KI270744.1	142831	150130	lncRNA			NA	ENSG00000300846	1	
KI270744.1	124346	140980	lncRNA			112268317	ENSG00000307470	-1	
KI270734.1	77655	81153	lncRNA			NA	ENSG00000303733	1	
KI270734.1	83271	85531	lncRNA			NA	ENSG00000305236	1	
KI270734.1	109600	110784	lncRNA			NA	ENSG00000309233	1	
KI270751.1	34096	71851	lncRNA			NA	ENSG00000303902	1	
KI270720.1	3633	31375	lncRNA			NA	ENSG00000302039	-1	
KI270753.1	43135	44491	lncRNA			NA	ENSG00000297844	1	
GL000213.1	108007	139659	protein_coding			100288966	ENSG00000277630	-1	
KI270722.1	183300	187489	lncRNA			NA	ENSG00000295160	1	
KI270714.1	2865	9624	lncRNA			NA	ENSG00000300815	-1	
KI270751.1	133801	139253	lncRNA			NA	ENSG00000306528	-1	
KI270714.1	16293	23109	lncRNA			NA	ENSG00000304057	-1	
KI270722.1	2027	7875	lncRNA			NA	ENSG00000296348	1	
GL000195.1	37434	37534	misc_RNA			NA	ENSG00000277428	-1	Y_RNA
KI270722.1	25886	38622	lncRNA			NA	ENSG00000307824	-1	
GL000195.1	42939	49164	protein_coding			NA	ENSG00000276256	-1	
GL000195.1	110909	121354	lncRNA			NA	ENSG00000295668	-1	
GL000221.1	198	80044	lncRNA			101928669	ENSG00000304745	-1	
GL000221.1	198	80044	lncRNA			124907012	ENSG00000304745	-1	
GL000195.1	2579	87094	lncRNA			NA	ENSG00000303853	-1	
GL000214.1	31951	113403	lncRNA			NA	ENSG00000303221	-1	
GL000009.2	82837	122979	lncRNA			NA	ENSG00000306744	1	
GL000009.2	43294	56215	lncRNA			NA	ENSG00000306767	1	
GL000009.2	184591	186420	lncRNA			NA	ENSG00000308844	-1	
GL000213.1	127840	127946	snRNA			124905313	ENSG00000278793	-1	U6
GL000213.1	1096	26029	lncRNA			NA	ENSG00000298861	-1	
GL000213.1	84392	86381	lncRNA			NA	ENSG00000308643	1	
GL000195.1	20094	34804	lncRNA			NA	ENSG00000303875	1	
GL000195.1	86829	96438	lncRNA			NA	ENSG00000303892	1	
GL000195.1	49759	50747	lncRNA			NA	ENSG00000303912	1	
GL000195.1	137841	179381	lncRNA			124905312	ENSG00000308185	1	
GL000195.1	137841	179381	lncRNA			124905468	ENSG00000308185	1	
KI270750.1	148668	148843	snRNA			NA	ENSG00000277374	1	U1
KI270750.1	33474	63757	lncRNA			105379562	ENSG00000303573	1	
KI270750.1	19028	33270	lncRNA			NA	ENSG00000309296	-1	
KI270717.1	15119	17798	lncRNA			107987009	ENSG00000307722	-1	
GL000216.2	93197	93309	snRNA			NA	ENSG00000274202	-1	U2
KI270717.1	24947	37269	lncRNA			NA	ENSG00000310401	1	
KI270710.1	24966	30774	lncRNA			NA	ENSG00000309793	-1	
GL000221.1	79376	121702	lncRNA			NA	ENSG00000304792	1	
GL000221.1	15013	48413	lncRNA			NA	ENSG00000304816	1	
KI270718.1	6913	19848	lncRNA			NA	ENSG00000309831	-1	
KI270755.1	26350	27723	lncRNA			NA	ENSG00000309258	1	
GL000221.1	1758	15408	lncRNA			NA	ENSG00000304845	1	
KI270713.1	30437	30580	snRNA			NA	ENSG00000275987	-1	U1
KI270713.1	35407	35916	protein_coding			124903857	ENSG00000268674	1	
KI270713.1	35407	35916	protein_coding			124905556	ENSG00000268674	1	
KI270713.1	35407	35916	protein_coding			124905693	ENSG00000268674	1	
KI270713.1	31698	32528	protein_coding			NA	ENSG00000277475	-1	
KI270713.1	21861	22024	snRNA			124904613	ENSG00000275405	-1	U1
KI270713.1	21861	22024	snRNA			124905321	ENSG00000275405	-1	U1
KI270713.1	21861	22024	snRNA			124905573	ENSG00000275405	-1	U1
KI270713.1	21861	22024	snRNA			124905809	ENSG00000275405	-1	U1
KI270713.1	13389	25193	lncRNA			NA	ENSG00000298139	1	
KI270745.1	29592	38652	lncRNA			NA	ENSG00000301573	1	
KI270745.1	31023	38297	lncRNA			NA	ENSG00000301587	-1	
KI270713.1	11685	22304	lncRNA			NA	ENSG00000298153	-1	
KI270713.1	4168	7142	lncRNA			NA	ENSG00000298169	1	
KI270713.1	30269	31218	lncRNA			NA	ENSG00000298181	-1	
GL000219.1	54224	83311	protein_coding			NA	ENSG00000273748	-1	
GL000219.1	24806	74054	lncRNA			NA	ENSG00000296581	1	
KI270719.1	122831	170003	lncRNA			NA	ENSG00000297972	-1	
KI270706.1	1297	141320	lncRNA			NA	ENSG00000293919	1	
GL000219.1	99846	142363	lncRNA			NA	ENSG00000296598	1	
KI270719.1	11497	89582	lncRNA			NA	ENSG00000300519	-1	
KI270731.1	10598	13001	protein_coding			NA	ENSG00000278633	-1	
KI270731.1	26533	27138	pseudogene			NA	ENSG00000278066	-1	
GL000219.1	83631	99678	lncRNA			NA	ENSG00000296618	-1	
GL000225.1	183252	183364	snRNA			NA	ENSG00000276711	1	U2
KI270731.1	113725	132767	lncRNA			NA	ENSG00000295378	-1	
GL000225.1	170773	206442	lncRNA			NA	ENSG00000302961	1	
KI270719.1	93169	106180	lncRNA			102724750	ENSG00000304422	1	
KI270719.1	93169	106180	lncRNA			124907407	ENSG00000304422	1	
KI270721.1	52895	53010	misc_RNA			NA	ENSG00000275661	1	
KI270721.1	52666	52734	misc_RNA			NA	ENSG00000276351	1	
KI270721.1	2585	11802	protein_coding			NA	ENSG00000276345	1	
KI270721.1	51722	51792	misc_RNA			NA	ENSG00000273532	1	
KI270721.1	50348	56529	lncRNA			NA	ENSG00000294171	-1	
